datetime,scenario,node,flow,survival,entrainment
2025-01-03 11:00:00,baseline,A,7997.866333852265,0.8227481125177802,0.11706042636863717
2025-01-03 12:00:00,baseline,A,6839.108886571634,0.8184855960751434,0.11578841477434527
2025-01-03 13:00:00,baseline,A,7232.525562301511,0.9429128829831812,0.18813521331104516
2025-01-03 14:00:00,baseline,A,7503.6431372340385,0.9358638538379965,0.07485290043768227
2025-01-03 15:00:00,baseline,A,7441.638514842943,0.81122560303756,0.19837369101410446
2025-01-03 16:00:00,baseline,A,6576.416377760975,0.7424884949634474,0.13638315992737265
2025-01-03 17:00:00,baseline,A,5347.259800904915,0.9261662354324822,0.14767798606694693
2025-01-03 18:00:00,baseline,A,7874.698381345259,0.7547134078468333,0.14412628341895178
2025-01-03 19:00:00,baseline,A,3248.915768849927,0.8825254998047569,0.16207948283552737
2025-01-03 20:00:00,baseline,A,6657.882328663014,0.726960015472055,0.18310178789629905
2025-01-03 21:00:00,baseline,A,7658.525804598887,0.8689200329006113,0.0953033881518931
2025-01-03 22:00:00,baseline,A,4435.209505661907,0.7475910867418034,0.09614173759954994
2025-01-03 23:00:00,baseline,A,5648.516795765021,0.8345535088630734,0.18645919441584025
2025-01-04 00:00:00,baseline,A,3385.3040327489325,0.7739086883840717,0.061642477222490825
2025-01-04 01:00:00,baseline,A,6645.3508563059195,0.8296672145966257,0.13436721285706243
2025-01-04 02:00:00,baseline,A,6652.04471394045,0.8797803147252095,0.12727012952949887
2025-01-04 03:00:00,baseline,A,6182.453194193976,0.8722357143349888,0.12132802318977955
2025-01-04 04:00:00,baseline,A,4838.127951289025,0.91939319791567,0.07756867579800039
2025-01-04 05:00:00,baseline,A,4003.368396811443,0.8152300947901311,0.08623400553508159
2025-01-04 06:00:00,baseline,A,3490.4300532511356,0.7767979735348032,0.18905897767694885
2025-01-04 07:00:00,baseline,A,7597.451296097142,0.7151638602026048,0.054739053342141575
2025-01-04 08:00:00,baseline,A,6413.776635633934,0.7326065999366983,0.09805731291775371
2025-01-04 09:00:00,baseline,A,7567.644192784175,0.825678365733207,0.06064501202890269
2025-01-04 10:00:00,baseline,A,6059.443084586681,0.8302282127933154,0.16626594511091697
2025-01-04 11:00:00,baseline,A,6452.167665109013,0.7180268088550111,0.11441666763383149
2025-01-04 12:00:00,baseline,A,6733.609200694772,0.7226179539665611,0.1354436174859978
2025-01-04 13:00:00,baseline,A,6030.68599834279,0.7068836380249426,0.15960747787226076
2025-01-04 14:00:00,baseline,A,6877.482143034033,0.7910221455393387,0.09523579617307769
2025-01-04 15:00:00,baseline,A,6402.712443728718,0.8731359037789701,0.13559316510193284
2025-01-04 16:00:00,baseline,A,7717.486722220351,0.9353554563742534,0.08082588641132812
2025-01-04 17:00:00,baseline,A,3457.8226171946535,0.8547308606893138,0.16691261133915747
2025-01-04 18:00:00,baseline,A,4521.90227722406,0.8875513557207544,0.16139428079054124
2025-01-04 19:00:00,baseline,A,7629.181822316145,0.940050073486094,0.13734086009629037
2025-01-04 20:00:00,baseline,A,7795.899885501226,0.7603351246215339,0.14959140907531637
2025-01-04 21:00:00,baseline,A,3387.5936419807986,0.7724619249447855,0.09253801621063501
2025-01-04 22:00:00,baseline,A,4760.033404116284,0.772704594742474,0.16036729946202988
2025-01-04 23:00:00,baseline,A,3185.1759544794168,0.8020592333674244,0.06340841960830614
2025-01-05 00:00:00,baseline,A,4349.289721406087,0.8414117304659815,0.09016510031278926
2025-01-05 01:00:00,baseline,A,6552.412253320275,0.7975664395635581,0.08177186089846493
2025-01-05 02:00:00,baseline,A,6958.249927173638,0.7510217102581576,0.17518848585796937
2025-01-05 03:00:00,baseline,A,5223.073040609708,0.9116590831490299,0.10768061948054763
2025-01-05 04:00:00,baseline,A,3897.0216216166127,0.9153023989786683,0.15931195660851838
2025-01-05 05:00:00,baseline,A,5023.471101615773,0.8123202427052427,0.13583135678374803
2025-01-05 06:00:00,baseline,A,3505.4650414312955,0.8281724541137702,0.12637376862189492
2025-01-05 07:00:00,baseline,A,5063.827739172852,0.832903033658319,0.13689288755402984
2025-01-05 08:00:00,baseline,A,3380.733738998883,0.7788235818198961,0.06375332735857123
2025-01-05 09:00:00,baseline,A,3730.37649208735,0.8987143853379722,0.11729387318241191
2025-01-05 10:00:00,baseline,A,6993.917893867765,0.8611463147112146,0.15506941267837987
2025-01-05 11:00:00,baseline,A,6389.707423962985,0.831843073848457,0.07328596865078693
2025-01-05 12:00:00,baseline,A,6742.625970904195,0.7085898938946695,0.1502890719508947
2025-01-05 13:00:00,baseline,A,7401.209411605864,0.945005344652649,0.10511929794942358
2025-01-05 14:00:00,baseline,A,3467.5555521223823,0.7178396733092173,0.16285539549494615
2025-01-05 15:00:00,baseline,A,4508.116745811321,0.9361960025540935,0.07243661740594175
2025-01-05 16:00:00,baseline,A,4167.093021887103,0.714927275050969,0.07614898521363117
2025-01-05 17:00:00,baseline,A,4424.959754892956,0.7641232717582168,0.17927101198386414
2025-01-05 18:00:00,baseline,A,6366.35618091034,0.7765987308144284,0.08514335495849024
2025-01-05 19:00:00,baseline,A,6644.710165797454,0.7164739165836416,0.06807543848117364
2025-01-05 20:00:00,baseline,A,5419.087683645965,0.7963471620786428,0.05898783270386665
2025-01-05 21:00:00,baseline,A,6069.061986091168,0.8532727114992428,0.0720964972978373
2025-01-05 22:00:00,baseline,A,7753.888666103309,0.7733461142255023,0.11703766087121893
2025-01-05 23:00:00,baseline,A,6896.285075405862,0.7613718661893596,0.15801639548031998
2025-01-06 00:00:00,baseline,A,5251.232804473924,0.8500990973564859,0.050034064586566174
2025-01-06 01:00:00,baseline,A,3144.385937976258,0.7939346064985016,0.06899420347240942
2025-01-06 02:00:00,baseline,A,5039.925001482639,0.7518161672407261,0.08924864328772171
2025-01-06 03:00:00,baseline,A,7172.290481774104,0.7393803796183337,0.14843808474896789
2025-01-06 04:00:00,baseline,A,6349.183659154844,0.9208972438257927,0.11811943021405276
2025-01-06 05:00:00,baseline,A,6954.837407287765,0.8871068045306211,0.10408292390544882
2025-01-06 06:00:00,baseline,A,3205.956883891245,0.7519674535547204,0.07256894542614761
2025-01-06 07:00:00,baseline,A,6820.826006708585,0.9398674435367518,0.07700709371769318
2025-01-06 08:00:00,baseline,A,7053.119113118491,0.8576066746144606,0.1589254046766695
2025-01-06 09:00:00,baseline,A,4240.399291322286,0.7195293994124651,0.1336534647115489
2025-01-06 10:00:00,baseline,A,6758.046825611202,0.76522853046184,0.1266538278841186
2025-01-06 11:00:00,baseline,A,6960.657301816143,0.7751108675586528,0.10241666922522231
2025-01-06 12:00:00,baseline,A,3952.787572417612,0.9254622360259016,0.09361394537580595
2025-01-06 13:00:00,baseline,A,6942.023976896382,0.8036072055451204,0.14154518712242548
2025-01-06 14:00:00,baseline,A,5891.271341051737,0.7529110103983779,0.1326622809854936
2025-01-06 15:00:00,baseline,A,3821.790640130966,0.8474935106583001,0.08219082895347235
2025-01-06 16:00:00,baseline,A,6885.7485284119775,0.9490639493123333,0.1387063457260977
2025-01-06 17:00:00,baseline,A,6601.797026118982,0.7404322582594054,0.09466742564706662
2025-01-06 18:00:00,baseline,A,4322.2412639173945,0.8172973678961952,0.15577383812218254
2025-01-06 19:00:00,baseline,A,6119.843760873095,0.7496327975482895,0.10212761773887473
2025-01-06 20:00:00,baseline,A,4883.9470219429295,0.720742879370842,0.18086530256230987
2025-01-06 21:00:00,baseline,A,5989.673886531705,0.9482931539932019,0.1624621654677052
2025-01-06 22:00:00,baseline,A,6840.12194023822,0.8896806347024607,0.07152572019618297
2025-01-06 23:00:00,baseline,A,6686.3545558817905,0.9233346401318373,0.10672610152085327
2025-01-07 00:00:00,baseline,A,5875.093429837241,0.8919793616434499,0.07270507014452689
2025-01-07 01:00:00,baseline,A,5319.001686346467,0.8430734285417629,0.05416640849102584
2025-01-07 02:00:00,baseline,A,3071.5498475727622,0.9131001052817117,0.121273529660741
2025-01-07 03:00:00,baseline,A,5725.633954534644,0.8021542704381458,0.16701196427868337
2025-01-07 04:00:00,baseline,A,7789.341631668752,0.8215533491024655,0.08043727696556852
2025-01-07 05:00:00,baseline,A,4693.342523477593,0.8135101566009763,0.0661067926722605
2025-01-07 06:00:00,baseline,A,3656.944943733868,0.8897957776332847,0.13552464989249008
2025-01-07 07:00:00,baseline,A,7993.778442292157,0.876533718797796,0.1848169937685522
2025-01-07 08:00:00,baseline,A,7948.855911637324,0.8115971158495138,0.12576161379367412
2025-01-07 09:00:00,baseline,A,7614.18845053776,0.7671906349116232,0.05442554155243183
2025-01-07 10:00:00,baseline,A,3320.97791378275,0.91178069040358,0.16388986138970152
2025-01-07 11:00:00,baseline,A,7281.112526809271,0.9401095866917074,0.15645938129648349
2025-01-07 12:00:00,baseline,A,7517.781648233971,0.7638871616936092,0.1659535180823655
2025-01-07 13:00:00,baseline,A,4764.935654635616,0.8415023607957892,0.13201946878637055
2025-01-07 14:00:00,baseline,A,4684.12959142511,0.8538983654453156,0.07777576954825428
2025-01-07 15:00:00,baseline,A,7724.1662219481705,0.7476629300537581,0.09316834049187835
2025-01-07 16:00:00,baseline,A,6795.51795986357,0.9225079569746213,0.1689194153081814
2025-01-07 17:00:00,baseline,A,3473.2530783188004,0.9380936775423875,0.12522789450755195
2025-01-07 18:00:00,baseline,A,6102.37226364591,0.9468988897686923,0.13894702923785207
2025-01-07 19:00:00,baseline,A,6519.2222951703425,0.9259115658340563,0.17564735724734748
2025-01-07 20:00:00,baseline,A,6674.711668564738,0.9496307401459165,0.1893040710338323
2025-01-07 21:00:00,baseline,A,4283.4222812246535,0.7221998685325207,0.18903786920093496
2025-01-07 22:00:00,baseline,A,4568.843503295655,0.846942136720404,0.1605880428300383
2025-01-07 23:00:00,baseline,A,3794.713849747683,0.8930869393516392,0.09993835791149569
2025-01-08 00:00:00,baseline,A,7382.00712757219,0.8862931806402922,0.1804990365951611
2025-01-08 01:00:00,baseline,A,6896.9717049627025,0.9123975167428147,0.052274141869940075
2025-01-08 02:00:00,baseline,A,5669.07542110972,0.8736816114233235,0.15734417010884905
2025-01-08 03:00:00,baseline,A,6609.4283778374065,0.9277640564353036,0.15091145003836745
2025-01-08 04:00:00,baseline,A,7510.567477236147,0.7135455053335182,0.07414672778520998
2025-01-08 05:00:00,baseline,A,7855.730119973002,0.8579114961789305,0.1310382853101174
2025-01-08 06:00:00,baseline,A,4580.652802335945,0.9038980330680627,0.14620220171766904
2025-01-08 07:00:00,baseline,A,6983.324765034415,0.8150047966803058,0.12606154818631526
2025-01-08 08:00:00,baseline,A,5338.985473117682,0.7391382968513599,0.18388870193945944
2025-01-08 09:00:00,baseline,A,5394.1278840179,0.8291823854994537,0.1028010473427966
2025-01-08 10:00:00,baseline,A,4122.13522299246,0.9494757836183308,0.08025621470435615
2025-01-08 11:00:00,baseline,A,5310.792789482246,0.8969564525099301,0.1543744122841525
2025-01-08 12:00:00,baseline,A,6456.373402698983,0.85577198859093,0.15907625178698462
2025-01-08 13:00:00,baseline,A,4394.507694577043,0.9251013019333991,0.1426728328122703
2025-01-08 14:00:00,baseline,A,4272.074467276258,0.8116502520176524,0.05135047506998667
2025-01-08 15:00:00,baseline,A,7960.654767959744,0.8512475218822575,0.08771700547401186
2025-01-08 16:00:00,baseline,A,4475.525168986252,0.8228019727093465,0.1604258830066454
2025-01-08 17:00:00,baseline,A,5753.86028955622,0.7997159849739304,0.07082194925235459
2025-01-08 18:00:00,baseline,A,4674.3461919696,0.7196537390989888,0.14664234211442345
2025-01-08 19:00:00,baseline,A,5735.041848919783,0.702191000894661,0.13154315187781782
2025-01-08 20:00:00,baseline,A,6756.248835630629,0.8165228396936541,0.17126980938770664
2025-01-08 21:00:00,baseline,A,6433.135139349657,0.7024446445028615,0.17557109977632657
2025-01-08 22:00:00,baseline,A,6609.328886721144,0.8524691156147253,0.1548894633132153
2025-01-08 23:00:00,baseline,A,6914.677052372042,0.8041496997728219,0.08561164831321436
2025-01-09 00:00:00,baseline,A,7904.857577204648,0.9281307221280767,0.12043679795060913
2025-01-09 01:00:00,baseline,A,4886.002736781107,0.9104106577529141,0.17019845290060753
2025-01-09 02:00:00,baseline,A,6296.261419628274,0.7878097099824997,0.15875719369215469
2025-01-09 03:00:00,baseline,A,5009.867583301929,0.7611334993223535,0.11172541519687343
2025-01-09 04:00:00,baseline,A,5793.786476521218,0.7834458843906573,0.14506821176260415
2025-01-09 05:00:00,baseline,A,7977.840410377098,0.888732886116103,0.17647034793835364
2025-01-09 06:00:00,baseline,A,3000.6126927454507,0.799677759588824,0.16524637233355488
2025-01-09 07:00:00,baseline,A,3266.431358260488,0.9074511934456758,0.08983210829758463
2025-01-01 00:00:00,baseline,B,5428.169969617102,0.7411396255337831,0.1955752127400644
2025-01-01 01:00:00,baseline,B,7931.950341770973,0.8395944178168184,0.09744847294570073
2025-01-01 02:00:00,baseline,B,6111.236426525871,0.8575357756271965,0.14350192375988402
2025-01-01 03:00:00,baseline,B,7907.570757726628,0.8526039654710024,0.18159274915001855
2025-01-01 04:00:00,baseline,B,5122.88793609514,0.7811347492643635,0.060568584888212006
2025-01-01 05:00:00,baseline,B,3758.0086450105296,0.8218410049302928,0.1802155447566266
2025-01-01 06:00:00,baseline,B,7245.870303269067,0.7487931432320541,0.12294733071393234
2025-01-01 07:00:00,baseline,B,6360.493366334432,0.7918143348517008,0.19198544508603993
2025-01-01 08:00:00,baseline,B,3135.4536951495534,0.7413352628707676,0.08404660618733131
2025-01-01 09:00:00,baseline,B,6297.934208121771,0.9443006614756061,0.15364161375936436
2025-01-01 10:00:00,baseline,B,7619.58967225238,0.8853933509846135,0.07064258970081676
2025-01-01 11:00:00,baseline,B,5456.068913688793,0.7975054223499949,0.05275802356458389
2025-01-01 12:00:00,baseline,B,4241.212158763295,0.8609755757149302,0.12140355072155175
2025-01-01 13:00:00,baseline,B,4994.961015940781,0.7463650518107688,0.06782159580812097
2025-01-01 14:00:00,baseline,B,7801.368392425995,0.7939437752973709,0.16321173785698473
2025-01-01 15:00:00,baseline,B,3263.3332988520324,0.8736155436808376,0.19998175515572802
2025-01-01 16:00:00,baseline,B,5489.88206872887,0.7496855509108848,0.10141801891634944
2025-01-01 17:00:00,baseline,B,6034.518374112372,0.8068995219596182,0.14247476832873818
2025-01-01 18:00:00,baseline,B,5349.3942535211545,0.8617698780216762,0.0570590867522974
2025-01-01 19:00:00,baseline,B,6938.720142313654,0.7836754265496015,0.1844079065761911
2025-01-01 20:00:00,baseline,B,7779.47212063502,0.8381574319816785,0.09421704556970241
2025-01-01 21:00:00,baseline,B,5504.197288950236,0.9436594834147405,0.15898625191447208
2025-01-01 22:00:00,baseline,B,3728.5595394634875,0.8049585395788288,0.0753919975115999
2025-01-01 23:00:00,baseline,B,5248.106699809876,0.720522757812618,0.18489314844300414
2025-01-02 00:00:00,baseline,B,6051.451366116424,0.7499563202908174,0.10297736146341437
2025-01-02 01:00:00,baseline,B,6818.698636169111,0.8572414921398444,0.1973031783844736
2025-01-02 02:00:00,baseline,B,5416.883675724544,0.9115618186131649,0.05616514326967733
2025-01-02 03:00:00,baseline,B,6496.971727015232,0.8942124086582627,0.15693494015533097
2025-01-02 04:00:00,baseline,B,5399.264678676769,0.7828728615294633,0.06330954137848988
2025-01-02 05:00:00,baseline,B,5734.643901454621,0.7289154853753632,0.1404254644881384
2025-01-02 06:00:00,baseline,B,3377.184381107305,0.7070118198458673,0.05873136268919607
2025-01-02 07:00:00,baseline,B,6992.719862021138,0.8294306504803703,0.10129658036796828
2025-01-02 08:00:00,baseline,B,6847.816606839953,0.8069358190631708,0.1306698745506618
2025-01-02 09:00:00,baseline,B,4915.150843644483,0.8601520229350129,0.09045691471119116
2025-01-02 10:00:00,baseline,B,6395.376613750312,0.701215404582919,0.079706178484438
2025-01-02 11:00:00,baseline,B,6960.678303689301,0.8489922889249264,0.05933357471072627
2025-01-02 12:00:00,baseline,B,4381.096269302179,0.7773328510858584,0.0804016540581095
2025-01-02 13:00:00,baseline,B,6729.942256059288,0.9356546550628457,0.0813299370135454
2025-01-02 14:00:00,baseline,B,5423.293881643348,0.9434883529274953,0.15840126098588275
2025-01-02 15:00:00,baseline,B,5146.074434641185,0.8677533646834343,0.10385752007727544
2025-01-02 16:00:00,baseline,B,7502.500527631315,0.7080340438520888,0.183802711076327
2025-01-02 17:00:00,baseline,B,3733.8626237564313,0.7965645697207435,0.13619192569844807
2025-01-02 18:00:00,baseline,B,5337.918296236792,0.9451830418155748,0.1658130917557929
2025-01-02 19:00:00,baseline,B,6442.542968603876,0.79952441587066,0.1536803039371058
2025-01-02 20:00:00,baseline,B,3032.2223190691934,0.761937988959508,0.10146675650269174
2025-01-02 21:00:00,baseline,B,5413.530173743716,0.7303652344776814,0.0686440201613268
2025-01-02 22:00:00,baseline,B,7368.317085595328,0.7983676274872868,0.07178703858187295
2025-01-02 23:00:00,baseline,B,4434.108644094874,0.8615011437044195,0.12723518673586465
2025-01-03 00:00:00,baseline,B,3539.513746425837,0.9470995979473344,0.12470288864652625
2025-01-03 01:00:00,baseline,B,7926.751282624805,0.7643863092404128,0.10875716680409481
2025-01-03 02:00:00,baseline,B,7590.664814703063,0.8032784957998038,0.1952150389654307
2025-01-03 03:00:00,baseline,B,6144.571559590965,0.8566334025755882,0.16120847273881472
2025-01-03 04:00:00,baseline,B,7094.405419609144,0.7598628942759552,0.1810347271291038
2025-01-03 05:00:00,baseline,B,7148.090543373868,0.7530544905970609,0.1983510986106285
2025-01-03 06:00:00,baseline,B,3274.79390861948,0.770781225074168,0.09356811351065944
2025-01-03 07:00:00,baseline,B,6631.493950130527,0.8478196282587234,0.13453228546545043
2025-01-03 08:00:00,baseline,B,3296.4624424389926,0.9068190734429997,0.10997384793033992
2025-01-03 09:00:00,baseline,B,5533.839601003976,0.811957266783005,0.15749227755312134
2025-01-03 10:00:00,baseline,B,3233.226560447341,0.834116037713869,0.18379558832253234
2025-01-03 11:00:00,baseline,B,3029.8182690763715,0.7375146058757185,0.05012244075784084
2025-01-03 12:00:00,baseline,B,5268.885523714434,0.8557183228857347,0.07749158890556074
2025-01-03 13:00:00,baseline,B,5830.975541932629,0.9320384150559159,0.10763917798262194
2025-01-03 14:00:00,baseline,B,5197.736042813775,0.7807871196461906,0.1005779952043325
2025-01-03 15:00:00,baseline,B,4220.086898911742,0.9190958993672427,0.14970576443192743
2025-01-03 16:00:00,baseline,B,3992.330139952113,0.8051686797360829,0.18040939818073137
2025-01-03 17:00:00,baseline,B,7372.13989642423,0.8545937878593916,0.13876133627060072
2025-01-03 18:00:00,baseline,B,4478.09792946286,0.711875489548164,0.1063478904154668
2025-01-03 19:00:00,baseline,B,6867.777718037296,0.823288875374823,0.09158422550497025
2025-01-03 20:00:00,baseline,B,6098.471152822862,0.7465224168145477,0.10689796856067335
2025-01-03 21:00:00,baseline,B,5350.23679151782,0.8220402799101292,0.07647857950703478
2025-01-03 22:00:00,baseline,B,6722.792392002013,0.8987719779700809,0.10486118203046964
2025-01-03 23:00:00,baseline,B,4831.536330215187,0.7360742737384914,0.18672153057930962
2025-01-04 00:00:00,baseline,B,4569.966451891302,0.7730534265894304,0.09832193401836531
2025-01-04 01:00:00,baseline,B,6084.218942394642,0.8059439489000597,0.05099765927445701
2025-01-04 02:00:00,baseline,B,3964.360881932957,0.898996286394086,0.17144513312425486
2025-01-04 03:00:00,baseline,B,5862.905134341913,0.8252864934534239,0.14833245785860022
2025-01-04 04:00:00,baseline,B,6926.443010139117,0.7329080796164016,0.18266809335919876
2025-01-04 05:00:00,baseline,B,7541.61581947076,0.8005621598509761,0.17450231432733712
2025-01-04 06:00:00,baseline,B,7197.196629087416,0.7525352432745611,0.12291090485858745
2025-01-04 07:00:00,baseline,B,3453.1950367447666,0.923555660510357,0.1729844032489072
2025-01-04 08:00:00,baseline,B,5764.623186964336,0.726690534384785,0.1552951868135406
2025-01-04 09:00:00,baseline,B,3653.7611095368666,0.7005274607764109,0.11975868600865744
2025-01-04 10:00:00,baseline,B,3339.3947831633322,0.7911829282264509,0.08468388379000058
2025-01-04 11:00:00,baseline,B,6618.126077500492,0.8397136129492749,0.12963974710982223
2025-01-04 12:00:00,baseline,B,6374.352062632017,0.9226550088746792,0.16201453562197504
2025-01-04 13:00:00,baseline,B,3199.8635717987986,0.8127725872820102,0.17617841011373037
2025-01-04 14:00:00,baseline,B,5104.273640213127,0.8598182371505458,0.14279255482200962
2025-01-04 15:00:00,baseline,B,6621.262585952956,0.8673837020803601,0.09553746360787464
2025-01-04 16:00:00,baseline,B,5765.857495690312,0.7620864033854908,0.19302021687341198
2025-01-04 17:00:00,baseline,B,5227.36008274927,0.7282476288940147,0.14903030817655527
2025-01-04 18:00:00,baseline,B,3035.739659147216,0.7975058592867026,0.17214730204994516
2025-01-04 19:00:00,baseline,B,5077.183229413002,0.7139260538556522,0.11242910701171838
2025-01-04 20:00:00,baseline,B,7965.202569878769,0.9300737371032711,0.17409386286416217
2025-01-04 21:00:00,baseline,B,4580.428499994405,0.7155104892424494,0.18017185507780265
2025-01-04 22:00:00,baseline,B,3134.8763987642797,0.9253243484865099,0.18478623117463128
2025-01-04 23:00:00,baseline,B,4393.335558295124,0.7302499461587719,0.1752604594795656
2025-01-05 00:00:00,baseline,B,7978.285290555179,0.8763392565506417,0.19943856827022627
2025-01-05 01:00:00,baseline,B,3549.4330464508234,0.7760547749982182,0.18257226440587992
2025-01-05 02:00:00,baseline,B,6717.147883997599,0.7310357184864938,0.16530415548821537
2025-01-05 03:00:00,baseline,B,7543.698398443628,0.8511633589293461,0.11116557946591922
2025-01-05 04:00:00,baseline,B,6505.80596278584,0.72390086014454,0.09406508266978753
2025-01-05 05:00:00,baseline,B,7554.518151275198,0.8156676002765451,0.19581066552530457
2025-01-05 06:00:00,baseline,B,5526.35867933539,0.9359824518083835,0.06283611627252504
2025-01-05 07:00:00,baseline,B,5654.898978799505,0.8755536950530083,0.08247143288244839
2025-01-05 08:00:00,baseline,B,7981.669774173898,0.7553532692850056,0.11660511555038384
2025-01-05 09:00:00,baseline,B,6190.440038397464,0.8482648425899949,0.08440545630417087
2025-01-05 10:00:00,baseline,B,7733.520557849215,0.9481749635535981,0.10963991447392311
2025-01-05 11:00:00,baseline,B,3444.5840752177664,0.8380820709671826,0.13065188946349945
2025-01-05 12:00:00,baseline,B,5192.137818694047,0.8717145510320845,0.08154065694354416
2025-01-05 13:00:00,baseline,B,5893.0776790994,0.8667399247687586,0.053905929890253904
